u,v,score,label
cand_173053.cpp,cand_275756.cpp,0.5185673832893372,0
cand_087571.cpp,cand_239599.cpp,0.3542214035987854,0
cand_121256.cpp,cand_160040.cpp,0.4902869760990143,0
cand_032004.cpp,cand_043696.cpp,0.48192858695983887,0
cand_031097.cpp,cand_121039.cpp,0.34338638186454773,0
cand_033694.cpp,cand_117274.cpp,0.46989905834198,0
cand_050183.cpp,cand_082915.cpp,0.5325080752372742,0
cand_091823.cpp,cand_130021.cpp,0.348629891872406,0
cand_056113.cpp,cand_287190.cpp,0.5057440400123596,0
cand_052345.cpp,cand_097159.cpp,0.49709904193878174,0
cand_169987.cpp,cand_242251.cpp,0.4512472152709961,0
cand_162045.cpp,cand_172807.cpp,0.466079980134964,0
cand_057807.cpp,cand_181298.cpp,0.2818054258823395,0
cand_062071.cpp,cand_279753.cpp,0.23739908635616302,0
cand_186359.cpp,cand_194644.cpp,0.5473175644874573,0
cand_158028.cpp,cand_172216.cpp,0.43742528557777405,0
cand_022859.cpp,cand_223001.cpp,0.4385106563568115,0
cand_173365.cpp,cand_173410.cpp,0.5556175708770752,1
cand_088639.cpp,cand_159540.cpp,0.3773714601993561,0
cand_131449.cpp,cand_177090.cpp,0.5053355693817139,0
cand_266423.cpp,cand_271533.cpp,0.5422296524047852,0
cand_064366.cpp,cand_260376.cpp,0.4873026907444,0
cand_031053.cpp,cand_172381.cpp,0.3816937506198883,0
cand_127023.cpp,cand_271353.cpp,0.45913296937942505,0
cand_007744.cpp,cand_295956.cpp,0.43393754959106445,0
cand_055932.cpp,cand_195080.cpp,0.43179386854171753,0
cand_148353.cpp,cand_155368.cpp,0.4105280935764313,0
cand_118670.cpp,cand_199773.cpp,0.5605865120887756,0
cand_135587.cpp,cand_157833.cpp,0.42715984582901,0
cand_048458.cpp,cand_240155.cpp,0.5245041251182556,0
cand_100544.cpp,cand_126095.cpp,0.5239650011062622,0
cand_002107.cpp,cand_020876.cpp,0.4238620102405548,0
cand_119911.cpp,cand_228151.cpp,0.4683520793914795,0
cand_095581.cpp,cand_294975.cpp,0.36097007989883423,0
cand_056775.cpp,cand_231734.cpp,0.4902409017086029,0
cand_078493.cpp,cand_154978.cpp,0.3756897449493408,0
cand_062071.cpp,cand_252363.cpp,0.33773836493492126,0
cand_162771.cpp,cand_257471.cpp,0.4261316657066345,0
cand_049854.cpp,cand_171657.cpp,0.5085821747779846,0
cand_003853.cpp,cand_122533.cpp,0.3745872974395752,0
cand_165463.cpp,cand_193384.cpp,0.45149582624435425,0
cand_033243.cpp,cand_126651.cpp,0.03240964561700821,0
cand_010262.cpp,cand_108441.cpp,0.49340933561325073,0
cand_111837.cpp,cand_287927.cpp,0.5697213411331177,0
cand_102367.cpp,cand_125774.cpp,0.5286164879798889,0
cand_111276.cpp,cand_152515.cpp,0.5250474810600281,0
cand_096691.cpp,cand_154426.cpp,0.5499830842018127,0
cand_119349.cpp,cand_157997.cpp,0.4867115616798401,0
cand_099428.cpp,cand_257296.cpp,0.4420933425426483,0
cand_248904.cpp,cand_260423.cpp,0.4781256318092346,0
cand_105830.cpp,cand_106507.cpp,0.37788641452789307,0
cand_067894.cpp,cand_095580.cpp,0.40161508321762085,0
cand_007546.cpp,cand_038868.cpp,0.46706172823905945,0
cand_027761.cpp,cand_210412.cpp,0.41495481133461,0
cand_085950.cpp,cand_239673.cpp,0.23168879747390747,0
cand_021892.cpp,cand_094790.cpp,0.4893587827682495,0
cand_009006.cpp,cand_084154.cpp,0.3487906754016876,0
cand_117910.cpp,cand_274374.cpp,0.4867635667324066,0
cand_181683.cpp,cand_294946.cpp,0.5318475365638733,0
cand_133324.cpp,cand_192491.cpp,0.36368328332901,0
cand_117353.cpp,cand_203929.cpp,0.4403518736362457,0
cand_165018.cpp,cand_228265.cpp,0.5393288135528564,0
cand_081286.cpp,cand_283970.cpp,0.44878318905830383,0
cand_047997.cpp,cand_172590.cpp,0.0686289370059967,0
cand_227412.cpp,cand_242385.cpp,0.3988233506679535,0
cand_063361.cpp,cand_202182.cpp,0.44989702105522156,0
cand_079687.cpp,cand_123025.cpp,0.40855443477630615,0
cand_056757.cpp,cand_228652.cpp,0.40000274777412415,0
cand_162304.cpp,cand_230454.cpp,0.3430106043815613,0
cand_023825.cpp,cand_228639.cpp,0.40722817182540894,0
cand_180424.cpp,cand_254837.cpp,0.5074007511138916,0
cand_074108.cpp,cand_295337.cpp,0.0855603963136673,0
cand_076771.cpp,cand_283448.cpp,0.513019323348999,0
cand_033769.cpp,cand_190930.cpp,0.5505600571632385,0
cand_060457.cpp,cand_174284.cpp,0.4013550281524658,0
cand_073530.cpp,cand_119015.cpp,0.5084802508354187,0
cand_002241.cpp,cand_112653.cpp,0.4090995788574219,0
cand_089679.cpp,cand_246741.cpp,0.5207523107528687,0
cand_018903.cpp,cand_127020.cpp,0.3793327510356903,0
cand_123410.cpp,cand_228564.cpp,0.3000153601169586,0
cand_073468.cpp,cand_228579.cpp,0.3869718909263611,0
cand_052145.cpp,cand_144027.cpp,0.5469076633453369,0
cand_114497.cpp,cand_175770.cpp,0.12596499919891357,0
cand_228205.cpp,cand_228793.cpp,0.46888816356658936,1
cand_150468.cpp,cand_269714.cpp,0.32709306478500366,0
cand_160086.cpp,cand_250232.cpp,0.36233311891555786,0
cand_260827.cpp,cand_260927.cpp,0.5379535555839539,0
cand_265570.cpp,cand_265794.cpp,0.5408362150192261,1
cand_265515.cpp,cand_265716.cpp,0.5644271969795227,0
cand_173371.cpp,cand_173400.cpp,0.5614966750144958,1
cand_265684.cpp,cand_265720.cpp,0.5595889687538147,1
cand_265604.cpp,cand_265723.cpp,0.5663877129554749,0
cand_265515.cpp,cand_265734.cpp,0.5556970834732056,0
cand_265542.cpp,cand_265705.cpp,0.5608856678009033,0
cand_265658.cpp,cand_265669.cpp,0.5682637691497803,0
cand_265549.cpp,cand_265578.cpp,0.564590573310852,0
cand_265616.cpp,cand_265769.cpp,0.5691632628440857,0
cand_265604.cpp,cand_265787.cpp,0.5653351545333862,0
cand_266329.cpp,cand_266448.cpp,0.5356934666633606,1
cand_265588.cpp,cand_265705.cpp,0.556136965751648,0
cand_265577.cpp,cand_265594.cpp,0.5637291073799133,0
cand_265526.cpp,cand_265640.cpp,0.5225100517272949,1
cand_266302.cpp,cand_266343.cpp,0.5064652562141418,1
cand_265623.cpp,cand_265730.cpp,0.5414174795150757,0
cand_265590.cpp,cand_265791.cpp,0.5602652430534363,0
cand_033057.cpp,cand_267016.cpp,0.38917016983032227,0
cand_265551.cpp,cand_265744.cpp,0.5662484169006348,0
cand_265518.cpp,cand_265595.cpp,0.5569804906845093,0
cand_265638.cpp,cand_265696.cpp,0.5557714700698853,1
cand_265530.cpp,cand_265693.cpp,0.5358437895774841,0
cand_265630.cpp,cand_265682.cpp,0.5478394031524658,1
cand_265540.cpp,cand_265753.cpp,0.5562093257904053,0
cand_265527.cpp,cand_265634.cpp,0.5524232387542725,0
cand_234114.cpp,cand_234135.cpp,0.5332520604133606,1
cand_265602.cpp,cand_265608.cpp,0.5699906945228577,1
cand_265522.cpp,cand_265656.cpp,0.5612102150917053,1
cand_266302.cpp,cand_266467.cpp,0.5064652562141418,1
cand_265717.cpp,cand_265758.cpp,0.5596849918365479,0
cand_266373.cpp,cand_266387.cpp,0.5576288104057312,1
cand_234118.cpp,cand_234137.cpp,0.5415460467338562,1
cand_265586.cpp,cand_265691.cpp,0.5597442388534546,0
cand_265557.cpp,cand_265704.cpp,0.5431730151176453,0
cand_057807.cpp,cand_137064.cpp,0.2977910041809082,0
cand_265635.cpp,cand_265720.cpp,0.5683751702308655,0
cand_265695.cpp,cand_265754.cpp,0.5691786408424377,0
cand_265666.cpp,cand_265721.cpp,0.5644347667694092,0
cand_265508.cpp,cand_265693.cpp,0.5079647302627563,0
cand_265607.cpp,cand_265710.cpp,0.5536148548126221,0
cand_266358.cpp,cand_266514.cpp,0.504450261592865,1
cand_265786.cpp,cand_265789.cpp,0.5712774395942688,0
cand_265548.cpp,cand_265662.cpp,0.5647927522659302,1
cand_265684.cpp,cand_265794.cpp,0.5691923499107361,1
cand_265640.cpp,cand_265699.cpp,0.5354128479957581,0
cand_265554.cpp,cand_265645.cpp,0.5703954100608826,0
cand_265688.cpp,cand_265783.cpp,0.570088803768158,0
cand_265626.cpp,cand_265696.cpp,0.5357872843742371,1
cand_265568.cpp,cand_265650.cpp,0.5451635122299194,1
cand_265533.cpp,cand_265572.cpp,0.5694061517715454,0
cand_232079.cpp,cand_267190.cpp,0.5222671627998352,0
cand_265742.cpp,cand_265757.cpp,0.5683340430259705,0
cand_017438.cpp,cand_234068.cpp,0.5052187442779541,0
cand_265581.cpp,cand_265666.cpp,0.5622597336769104,0
cand_265625.cpp,cand_265664.cpp,0.5448876023292542,0
cand_265730.cpp,cand_265791.cpp,0.5619048476219177,0
cand_265588.cpp,cand_265607.cpp,0.5644832253456116,0
cand_265637.cpp,cand_265730.cpp,0.5652120113372803,0
cand_265650.cpp,cand_265784.cpp,0.5616098046302795,1
cand_265508.cpp,cand_265700.cpp,0.5715569853782654,1
cand_265598.cpp,cand_265703.cpp,0.5472343564033508,0
cand_265518.cpp,cand_265721.cpp,0.5610727071762085,0
cand_265527.cpp,cand_265564.cpp,0.5489670038223267,0
cand_265590.cpp,cand_265597.cpp,0.5680879354476929,0
cand_265571.cpp,cand_265670.cpp,0.5519884824752808,0
cand_265578.cpp,cand_265681.cpp,0.5553765892982483,0
cand_265582.cpp,cand_265679.cpp,0.5586972236633301,0
cand_265628.cpp,cand_265659.cpp,0.5475601553916931,0
cand_265507.cpp,cand_265786.cpp,0.5200393795967102,0
cand_266374.cpp,cand_266424.cpp,0.563181459903717,1
cand_265537.cpp,cand_265746.cpp,0.5572695732116699,0
cand_265573.cpp,cand_265638.cpp,0.5671229958534241,0
cand_265512.cpp,cand_265531.cpp,0.5624300837516785,0
cand_265552.cpp,cand_265573.cpp,0.5614714026451111,0
cand_265629.cpp,cand_265680.cpp,0.5502825975418091,0
cand_265543.cpp,cand_265688.cpp,0.5587197542190552,0
cand_266447.cpp,cand_267004.cpp,0.5657750368118286,0
cand_265610.cpp,cand_265659.cpp,0.5699031949043274,0
cand_265543.cpp,cand_265794.cpp,0.5567871332168579,0
cand_265584.cpp,cand_265653.cpp,0.5657362341880798,0
cand_267003.cpp,cand_267204.cpp,0.5715569853782654,1
cand_265509.cpp,cand_265514.cpp,0.5624477863311768,0
cand_265720.cpp,cand_265768.cpp,0.5589415431022644,1
cand_265548.cpp,cand_265648.cpp,0.5696494579315186,1
cand_265525.cpp,cand_265538.cpp,0.5405069589614868,0
cand_265658.cpp,cand_265687.cpp,0.5657343864440918,0
cand_265598.cpp,cand_265682.cpp,0.5659173727035522,1
cand_265713.cpp,cand_265740.cpp,0.5604974627494812,0
cand_265580.cpp,cand_265598.cpp,0.5628589391708374,1
cand_265704.cpp,cand_265733.cpp,0.5425078868865967,0
cand_173376.cpp,cand_173387.cpp,0.567406177520752,1
cand_265535.cpp,cand_265574.cpp,0.5699037909507751,0
cand_265660.cpp,cand_265729.cpp,0.5693771243095398,0
cand_265653.cpp,cand_265706.cpp,0.549422562122345,0
cand_265568.cpp,cand_265583.cpp,0.548328161239624,0
cand_265564.cpp,cand_265571.cpp,0.5318914651870728,0
cand_265677.cpp,cand_265762.cpp,0.5709415674209595,0
cand_265527.cpp,cand_265560.cpp,0.539979100227356,0
cand_265544.cpp,cand_265769.cpp,0.5574066042900085,0
cand_265672.cpp,cand_265763.cpp,0.5693721771240234,0
cand_265589.cpp,cand_265744.cpp,0.5662482976913452,0
cand_170030.cpp,cand_242361.cpp,0.5642521381378174,0
cand_265637.cpp,cand_265726.cpp,0.5668466091156006,0
cand_265606.cpp,cand_265710.cpp,0.5544019341468811,1
cand_265612.cpp,cand_265711.cpp,0.5568471550941467,0
cand_265719.cpp,cand_265768.cpp,0.5596652626991272,0
cand_265636.cpp,cand_265773.cpp,0.5540167689323425,0
cand_265590.cpp,cand_265693.cpp,0.5614954233169556,0
cand_265700.cpp,cand_265735.cpp,0.5140414834022522,0
cand_265703.cpp,cand_265794.cpp,0.5388835072517395,1
cand_265606.cpp,cand_265776.cpp,0.5666759014129639,1
cand_265715.cpp,cand_265772.cpp,0.5568665862083435,0
cand_266337.cpp,cand_266406.cpp,0.4974169135093689,1
cand_265618.cpp,cand_265772.cpp,0.5694392919540405,1
cand_265647.cpp,cand_265710.cpp,0.55925452709198,0
cand_265625.cpp,cand_265756.cpp,0.5420946478843689,0
cand_265579.cpp,cand_265786.cpp,0.5559090971946716,0
cand_266316.cpp,cand_266428.cpp,0.5375552773475647,1
cand_265566.cpp,cand_265700.cpp,0.5554566979408264,1
cand_265593.cpp,cand_265790.cpp,0.562549889087677,0
cand_266366.cpp,cand_266427.cpp,0.4811846911907196,1
cand_265586.cpp,cand_265782.cpp,0.5589635968208313,1
cand_266468.cpp,cand_267015.cpp,0.5613617300987244,0
cand_265539.cpp,cand_265672.cpp,0.558214008808136,0
cand_265521.cpp,cand_265674.cpp,0.5578494668006897,0
cand_173394.cpp,cand_173422.cpp,0.5663755536079407,1
cand_265594.cpp,cand_265630.cpp,0.5549592971801758,1
cand_266373.cpp,cand_266463.cpp,0.5324002504348755,1
cand_265767.cpp,cand_265782.cpp,0.570603609085083,0
cand_265587.cpp,cand_265652.cpp,0.5696095824241638,0
cand_265556.cpp,cand_265761.cpp,0.5640944242477417,0
cand_086042.cpp,cand_125547.cpp,0.34261855483055115,0
cand_265734.cpp,cand_265736.cpp,0.5709168314933777,1
cand_265674.cpp,cand_265728.cpp,0.5649131536483765,1
cand_265662.cpp,cand_265755.cpp,0.5680875778198242,0
cand_173409.cpp,cand_173420.cpp,0.5697962641716003,1
cand_265660.cpp,cand_265748.cpp,0.5691185593605042,1
cand_265546.cpp,cand_265792.cpp,0.5573075413703918,1
cand_265642.cpp,cand_265647.cpp,0.568000078201294,0
cand_242328.cpp,cand_242373.cpp,0.5562507510185242,0
cand_265762.cpp,cand_265765.cpp,0.5709824562072754,0
cand_265529.cpp,cand_265574.cpp,0.5621194243431091,0
cand_266304.cpp,cand_266426.cpp,0.5268862247467041,1
cand_267183.cpp,cand_267214.cpp,0.5589335560798645,1
cand_265669.cpp,cand_265694.cpp,0.5686049461364746,0
cand_173394.cpp,cand_173429.cpp,0.5654214024543762,1
cand_261434.cpp,cand_271594.cpp,0.5373563766479492,0
cand_267008.cpp,cand_267121.cpp,0.5595115423202515,1
cand_173405.cpp,cand_173455.cpp,0.5648471117019653,1
cand_267133.cpp,cand_267197.cpp,0.5472524166107178,1
cand_266408.cpp,cand_267198.cpp,0.550432562828064,0
cand_271603.cpp,cand_278492.cpp,0.5638126730918884,0
cand_173439.cpp,cand_173464.cpp,0.5689476132392883,1
cand_173450.cpp,cand_173469.cpp,0.5697104334831238,1
cand_173413.cpp,cand_173433.cpp,0.5687246322631836,1
cand_173435.cpp,cand_173470.cpp,0.5679226517677307,1
cand_267022.cpp,cand_267058.cpp,0.5451802015304565,1
cand_002919.cpp,cand_053131.cpp,0.5468624830245972,0
cand_133213.cpp,cand_164120.cpp,0.48123788833618164,0
cand_267077.cpp,cand_267198.cpp,0.5615831613540649,1
cand_267081.cpp,cand_267207.cpp,0.557856559753418,1
cand_173452.cpp,cand_173479.cpp,0.5690593123435974,1
cand_267067.cpp,cand_267161.cpp,0.5702972412109375,1
cand_267063.cpp,cand_267196.cpp,0.5333489775657654,1
cand_267092.cpp,cand_267101.cpp,0.5481835007667542,1
cand_173404.cpp,cand_173440.cpp,0.5662773847579956,1
cand_267116.cpp,cand_267204.cpp,0.5293924808502197,1
cand_267021.cpp,cand_267139.cpp,0.5629621148109436,1
cand_267003.cpp,cand_267217.cpp,0.5403434038162231,1
cand_267114.cpp,cand_267206.cpp,0.5558320879936218,1
cand_173401.cpp,cand_173464.cpp,0.5631694793701172,1
cand_173443.cpp,cand_173482.cpp,0.5678443908691406,1
cand_173462.cpp,cand_173471.cpp,0.5707334280014038,1
cand_267062.cpp,cand_267141.cpp,0.5586671829223633,1
cand_267075.cpp,cand_267164.cpp,0.5471716523170471,1
cand_267101.cpp,cand_267128.cpp,0.5395785570144653,1
cand_139461.cpp,cand_139468.cpp,0.521019697189331,0
cand_173468.cpp,cand_173476.cpp,0.5708578824996948,1
cand_173495.cpp,cand_173504.cpp,0.5709372162818909,1
cand_173465.cpp,cand_173487.cpp,0.569696843624115,1
cand_026967.cpp,cand_190223.cpp,0.5062181353569031,0
cand_266424.cpp,cand_267075.cpp,0.5405368208885193,0
cand_267116.cpp,cand_267206.cpp,0.5520476698875427,1
cand_267066.cpp,cand_267111.cpp,0.5563951730728149,1
cand_173386.cpp,cand_173447.cpp,0.5610159635543823,1
cand_173448.cpp,cand_173485.cpp,0.5681555271148682,1
cand_173400.cpp,cand_173449.cpp,0.5644584894180298,1
cand_153949.cpp,cand_267215.cpp,0.2782709002494812,0
cand_267129.cpp,cand_271574.cpp,0.5554999709129333,0
cand_173427.cpp,cand_173444.cpp,0.569492518901825,1
cand_173442.cpp,cand_173450.cpp,0.5706831216812134,1
cand_173425.cpp,cand_173487.cpp,0.5652216076850891,1
cand_173399.cpp,cand_173458.cpp,0.5633174777030945,1
cand_076904.cpp,cand_076926.cpp,0.10345480591058731,1
cand_173430.cpp,cand_173470.cpp,0.5672962665557861,1
cand_173513.cpp,cand_173518.cpp,0.5712609887123108,1
cand_267075.cpp,cand_267095.cpp,0.5583714246749878,1
cand_267079.cpp,cand_267154.cpp,0.5558320879936218,1
cand_169920.cpp,cand_242354.cpp,0.2476503849029541,0
cand_108010.cpp,cand_274376.cpp,0.3776053786277771,0
cand_228295.cpp,cand_228841.cpp,0.5340630412101746,0
cand_003478.cpp,cand_017469.cpp,0.5359109044075012,0
cand_228277.cpp,cand_228618.cpp,0.5432971715927124,0
cand_136089.cpp,cand_278578.cpp,0.3478788733482361,0
cand_228299.cpp,cand_228692.cpp,0.37348994612693787,0
cand_228268.cpp,cand_228699.cpp,0.5381942391395569,0
cand_295053.cpp,cand_295084.cpp,0.44893476366996765,0
cand_003463.cpp,cand_199307.cpp,0.55610191822052,0
cand_228496.cpp,cand_228586.cpp,0.5114710927009583,1
cand_153949.cpp,cand_266523.cpp,0.3654874265193939,0
cand_283811.cpp,cand_283970.cpp,0.38330134749412537,1
cand_228549.cpp,cand_228787.cpp,0.43541374802589417,1
cand_228814.cpp,cand_228896.cpp,0.4850144386291504,0
cand_045126.cpp,cand_181201.cpp,0.5677016973495483,0
cand_092125.cpp,cand_277728.cpp,0.22722160816192627,0
cand_062036.cpp,cand_241982.cpp,0.36715489625930786,0
cand_011578.cpp,cand_074735.cpp,0.434021919965744,0
cand_228731.cpp,cand_231631.cpp,0.5011548399925232,0
cand_228518.cpp,cand_228723.cpp,0.4807998836040497,0
cand_028442.cpp,cand_175238.cpp,0.5055333971977234,0
cand_072884.cpp,cand_152020.cpp,0.4489239752292633,0
cand_131860.cpp,cand_228129.cpp,0.47675156593322754,0
cand_228805.cpp,cand_228820.cpp,0.5235301852226257,1
cand_194887.cpp,cand_228505.cpp,0.5650159120559692,0
cand_119649.cpp,cand_133606.cpp,0.30043330788612366,0
cand_228268.cpp,cand_231631.cpp,0.556936502456665,0
cand_223543.cpp,cand_288953.cpp,0.5445907711982727,0
cand_228242.cpp,cand_228518.cpp,0.5344488620758057,0
cand_141106.cpp,cand_227414.cpp,0.5198734998703003,0
cand_170005.cpp,cand_242338.cpp,0.25605103373527527,0
cand_228528.cpp,cand_228579.cpp,0.5067903399467468,1
cand_228771.cpp,cand_247545.cpp,0.25854364037513733,0
cand_228214.cpp,cand_228729.cpp,0.48565661907196045,0
cand_265505.cpp,cand_265753.cpp,0.49960559606552124,1
cand_228518.cpp,cand_228603.cpp,0.5564226508140564,0
cand_228162.cpp,cand_228850.cpp,0.5082235336303711,0
cand_168806.cpp,cand_266356.cpp,0.4738403558731079,0
cand_232086.cpp,cand_266354.cpp,0.5555307865142822,0
cand_180802.cpp,cand_241510.cpp,0.5012945532798767,0
cand_228129.cpp,cand_228733.cpp,0.3887188732624054,0
cand_086323.cpp,cand_134693.cpp,0.5237644910812378,0
cand_037176.cpp,cand_131408.cpp,0.5232521295547485,0
cand_228727.cpp,cand_228804.cpp,0.47858068346977234,1
cand_155281.cpp,cand_264518.cpp,0.5544885396957397,0
cand_009997.cpp,cand_104457.cpp,0.3180365562438965,0
cand_248236.cpp,cand_295469.cpp,0.4012168347835541,0
cand_228698.cpp,cand_228718.cpp,0.5219680666923523,1
cand_165279.cpp,cand_197739.cpp,0.5232000350952148,0
cand_169918.cpp,cand_169941.cpp,0.5498219132423401,0
cand_266522.cpp,cand_271549.cpp,0.5424168705940247,0
cand_228661.cpp,cand_228843.cpp,0.5528628826141357,1
cand_228671.cpp,cand_228672.cpp,0.5358539819717407,0
cand_036895.cpp,cand_213064.cpp,0.3985040783882141,0
cand_228160.cpp,cand_228283.cpp,0.48393458127975464,0
cand_228601.cpp,cand_228724.cpp,0.48729172348976135,1
cand_283853.cpp,cand_283886.cpp,0.4075583219528198,1
cand_228270.cpp,cand_228644.cpp,0.5120840668678284,0
cand_228160.cpp,cand_228728.cpp,0.5001704692840576,0
cand_018902.cpp,cand_279861.cpp,0.4797062575817108,0
cand_283853.cpp,cand_284027.cpp,0.36695799231529236,1
cand_228584.cpp,cand_228789.cpp,0.5358539819717407,0
cand_228727.cpp,cand_228808.cpp,0.49588167667388916,1
cand_228313.cpp,cand_228644.cpp,0.5530585050582886,0
cand_228631.cpp,cand_228707.cpp,0.5464626550674438,0
cand_228135.cpp,cand_228916.cpp,0.38487499952316284,0
cand_116462.cpp,cand_178626.cpp,0.4344766438007355,0
cand_050375.cpp,cand_096362.cpp,0.5481759309768677,0
cand_228162.cpp,cand_228913.cpp,0.47697868943214417,0
cand_170072.cpp,cand_170094.cpp,0.5472059845924377,0
cand_080506.cpp,cand_228771.cpp,0.3694756031036377,0
cand_030731.cpp,cand_056384.cpp,0.4794051945209503,0
cand_054825.cpp,cand_056757.cpp,0.511799156665802,0
cand_240152.cpp,cand_282771.cpp,0.484153151512146,0
cand_153949.cpp,cand_266304.cpp,0.33505979180336,0
cand_080788.cpp,cand_167258.cpp,0.5435413122177124,0
cand_228753.cpp,cand_228918.cpp,0.5537384152412415,1
cand_228163.cpp,cand_228921.cpp,0.5094158053398132,0
cand_169990.cpp,cand_170015.cpp,0.27377384901046753,0
cand_108304.cpp,cand_121277.cpp,0.36650925874710083,0
cand_228646.cpp,cand_228764.cpp,0.5530483722686768,0
cand_228303.cpp,cand_228512.cpp,0.5586624145507812,0
cand_149816.cpp,cand_186240.cpp,0.4514228403568268,0
cand_169918.cpp,cand_242185.cpp,0.5395587682723999,0
cand_228319.cpp,cand_228759.cpp,0.5566025972366333,0
cand_036067.cpp,cand_120744.cpp,0.5504931211471558,0
cand_228288.cpp,cand_228653.cpp,0.5568427443504333,0
cand_228919.cpp,cand_281253.cpp,0.3723710775375366,0
cand_108441.cpp,cand_237266.cpp,0.3942785859107971,0
cand_228294.cpp,cand_228637.cpp,0.5352116823196411,0
cand_228242.cpp,cand_228724.cpp,0.5168541669845581,0
cand_053210.cpp,cand_228724.cpp,0.4174349009990692,0
cand_228700.cpp,cand_228705.cpp,0.5599046349525452,1
cand_228516.cpp,cand_228676.cpp,0.5102243423461914,1
cand_228884.cpp,cand_231890.cpp,0.3197169303894043,0
cand_195012.cpp,cand_228161.cpp,0.3146451413631439,0
cand_228296.cpp,cand_228846.cpp,0.5383533835411072,0
cand_228129.cpp,cand_228641.cpp,0.3964814841747284,0
cand_228543.cpp,cand_228559.cpp,0.5182879567146301,1
cand_228619.cpp,cand_228729.cpp,0.5371866822242737,1
cand_168806.cpp,cand_266403.cpp,0.47676441073417664,0
cand_139181.cpp,cand_228887.cpp,0.44343072175979614,0
cand_138378.cpp,cand_221001.cpp,0.3612523078918457,0
cand_228310.cpp,cand_228690.cpp,0.5302014946937561,0
cand_026078.cpp,cand_228554.cpp,0.4202907383441925,0
cand_265505.cpp,cand_265599.cpp,0.503623902797699,1
cand_228294.cpp,cand_228915.cpp,0.5671140551567078,0
cand_228250.cpp,cand_228834.cpp,0.5609240531921387,0
cand_242183.cpp,cand_242357.cpp,0.2723684012889862,0
cand_170019.cpp,cand_242194.cpp,0.2664584517478943,0
cand_126366.cpp,cand_139203.cpp,0.4473031163215637,0
cand_035397.cpp,cand_112378.cpp,0.5192258954048157,0
cand_228281.cpp,cand_228645.cpp,0.5680639743804932,0
cand_228606.cpp,cand_228728.cpp,0.5045034885406494,0
cand_074948.cpp,cand_148647.cpp,0.2426978051662445,0
cand_011906.cpp,cand_147639.cpp,0.4546712338924408,0
cand_228542.cpp,cand_228629.cpp,0.4801398515701294,1
cand_228238.cpp,cand_228516.cpp,0.5463798642158508,0
cand_228897.cpp,cand_235588.cpp,0.3028343915939331,0
cand_283853.cpp,cand_283955.cpp,0.33702242374420166,1
cand_228560.cpp,cand_228781.cpp,0.34119048714637756,0
cand_194869.cpp,cand_228142.cpp,0.3732396066188812,0
cand_228729.cpp,cand_228759.cpp,0.5500977635383606,1
cand_228325.cpp,cand_228763.cpp,0.5688347220420837,0
cand_228221.cpp,cand_228517.cpp,0.5595729351043701,0
cand_170032.cpp,cand_242197.cpp,0.282029390335083,0
cand_118128.cpp,cand_172301.cpp,0.46044448018074036,0
cand_141850.cpp,cand_271707.cpp,0.4991738200187683,0
cand_228136.cpp,cand_228732.cpp,0.42083945870399475,0
cand_181406.cpp,cand_241083.cpp,0.31550827622413635,0
cand_228293.cpp,cand_228923.cpp,0.5645445585250854,0
cand_228135.cpp,cand_228646.cpp,0.41565343737602234,0
cand_111674.cpp,cand_111690.cpp,0.44178032875061035,0
cand_056740.cpp,cand_056777.cpp,0.5573789477348328,0
cand_098170.cpp,cand_098171.cpp,0.5516359210014343,0
cand_210379.cpp,cand_210384.cpp,0.47703292965888977,0
cand_134823.cpp,cand_054828.cpp,0.5559045672416687,0
cand_036315.cpp,cand_036325.cpp,0.5535191297531128,0
cand_172114.cpp,cand_195720.cpp,0.43226444721221924,0
cand_004824.cpp,cand_070710.cpp,0.4371086359024048,0
cand_147683.cpp,cand_033939.cpp,0.5132473707199097,0
cand_102627.cpp,cand_218008.cpp,0.5397237539291382,0
cand_140910.cpp,cand_140931.cpp,0.48392659425735474,0
cand_031431.cpp,cand_283262.cpp,0.5233744382858276,0
cand_093225.cpp,cand_093186.cpp,0.5568971633911133,0
cand_139929.cpp,cand_139930.cpp,0.5704296827316284,0
cand_070334.cpp,cand_110928.cpp,0.5182687640190125,0
cand_102631.cpp,cand_246569.cpp,0.5217347145080566,1
cand_017208.cpp,cand_017203.cpp,0.5638254880905151,0
cand_172191.cpp,cand_242295.cpp,0.5544395446777344,0
cand_118738.cpp,cand_119118.cpp,0.5369536876678467,0
cand_011802.cpp,cand_011786.cpp,0.5600583553314209,0
cand_256342.cpp,cand_223584.cpp,0.4327528774738312,0
cand_148399.cpp,cand_148408.cpp,0.517808735370636,0
cand_148695.cpp,cand_148688.cpp,0.5229626893997192,0
cand_050867.cpp,cand_146983.cpp,0.5494934916496277,0
cand_264571.cpp,cand_264577.cpp,0.41019412875175476,0
cand_054254.cpp,cand_172669.cpp,0.5473525524139404,0
cand_101920.cpp,cand_101941.cpp,0.4122663736343384,0
cand_253149.cpp,cand_253361.cpp,0.5168557167053223,0
cand_106228.cpp,cand_106254.cpp,0.4425497353076935,0
cand_175110.cpp,cand_175109.cpp,0.524693489074707,0
cand_231299.cpp,cand_055922.cpp,0.535834550857544,0
cand_007421.cpp,cand_131249.cpp,0.5420241355895996,0
cand_051358.cpp,cand_051359.cpp,0.5100558996200562,0
