id,seq
74,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Compound Decl ArrayDecl a int InitList 1 2 3 4 5 Decl ArrayDecl b int InitList 3 4 5 1 2 FuncCall printf ExprList ""The arrays are equivalent: %d\n"" FuncCall is_equivalent ExprList a b / sizeof a sizeof * a End Compound Decl ArrayDecl a int InitList 1 2 3 4 5 Decl ArrayDecl b int InitList 3 4 5 2 1 FuncCall printf ExprList ""The arrays are equivalent: %d\n"" FuncCall is_equivalent ExprList a b / sizeof a sizeof * a End Return 0 End"
46,"FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl string char ltrim void Compound Decl i int 0 While == ArrayRef string 0 ' ' Compound = i 0 While ArrayRef string i Compound = ArrayRef string i ArrayRef string + i 1 ++ i End End FuncCall printf ExprList ""inside function string is <%s>---length is %d\n"" string FuncCall strlen ExprList string End"
66,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl s student 10 Decl i int FuncCall printf ExprList ""Enter information of students:\n"" For = i 0 < i 10 ++ i Compound = StructRef ArrayRef s i roll + i 1 FuncCall printf ExprList ""\nFor roll number %d\n"" StructRef ArrayRef s i roll FuncCall printf ExprList ""Enter name: "" FuncCall scanf ExprList ""%s"" StructRef ArrayRef s i name FuncCall printf ExprList ""Enter marks: "" FuncCall scanf ExprList ""%f"" & StructRef ArrayRef s i marks FuncCall printf ExprList ""\n"" End FuncCall printf ExprList ""Displaying information of students:\n\n"" For = i 0 < i 10 ++ i Compound FuncCall printf ExprList ""\nInformation for roll number %d:\n"" + i 1 FuncCall printf ExprList ""Name: "" FuncCall puts ExprList StructRef ArrayRef s i name FuncCall printf ExprList ""Marks: %.1f"" StructRef ArrayRef s i marks End Return 0 End"
49,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl x int FuncCall scanf ExprList ""%d"" & x If == x 1 FuncCall printf ExprList ""ON"" If == x 0 FuncCall printf ExprList ""OFF"" FuncCall printf ExprList ""Unexpected Input"" End"
140,"FileAST FuncDef Decl FuncDecl main void Compound FuncCall clrscr Decl grandtotal float 0 Decl choice int 0 DoWhile != choice 1 Compound Decl food char FuncCall menu Decl total float FuncCall foods ExprList food = grandtotal + grandtotal total FuncCall printf ExprList ""\n Total Price is: %0.2f"" grandtotal FuncCall printf ExprList ""\n Do you want to order more? [1] Yes [2] No:"" If != FuncCall scanf ExprList ""%d"" & choice 1 Compound FuncCall perror ExprList ""scanf error"" FuncCall abort End End End"
29,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl num int FuncCall printf ExprList ""Enter a two digit number: "" FuncCall scanf ExprList ""%d"" & num If && > num 10 < num 20 Compound FuncCall badnums ExprList num End Compound FuncCall goodnums ExprList num End Return 0 End"
96,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl PtrDecl num char FuncCall malloc ExprList 100 Decl PtrDecl p char num FuncCall strcpy ExprList num ""123056"" = p + p 3 = * p '4' FuncCall printf ExprList ""%s\n"" num Return 0 End"
83,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl i int Decl n int FuncCall printf ExprList ""Input the size of array :"" FuncCall scanf ExprList ""%d"" & n Decl ArrayDecl x int n FuncCall printf ExprList ""Input %d elements in the array :\n"" n For = i 0 < i n ++ i Compound FuncCall printf ExprList ""x[%d]: "" i FuncCall scanf ExprList ""%d"" & ArrayRef x i End Decl first int ArrayRef x 0 Decl second int ArrayRef x 0 For = i 0 < i n ++ i Compound If < first ArrayRef x i Compound = second first = first ArrayRef x i End If && > ArrayRef x i second != ArrayRef x i first Compound = second ArrayRef x i End End If == second first FuncCall printf ExprList ""There is no second largest element\n"" FuncCall printf ExprList ""\nThe Second largest element in the array is: %d"" second Return 0 End"
154,"FileAST FuncDef Decl FuncDecl ParamList Decl ArrayDecl name char name_abbreviated void Compound Decl ArrayDecl last_name char 20 Decl j int 0 Decl last_space_idx int For DeclList Decl i int - FuncCall strlen ExprList name 1 >= i 0 -- i Compound If == ArrayRef name i ' ' Compound = last_space_idx i While ArrayRef name i = ArrayRef last_name ++ j ArrayRef name ++ i = ArrayRef last_name j '\0' Break End End Decl ArrayDecl rest_name char 15 = ArrayRef rest_name 0 ArrayRef name 0 = ArrayRef rest_name 1 '.' = ArrayRef rest_name 2 ' ' = j 3 For DeclList Decl i int 3 < i last_space_idx ++ i Compound If == ArrayRef name i ' ' Compound = ArrayRef rest_name ++ j ArrayRef name + i 1 = ArrayRef rest_name ++ j '.' = ArrayRef rest_name ++ j ' ' End End = ArrayRef rest_name - j 1 '\0' FuncCall printf ExprList ""%s, %s\n"" last_name rest_name End"
40,"FileAST FuncDef Decl FuncDecl main int Compound Decl dec_num int FuncCall printf ExprList ""type in a 3 digit number to convert to binary\n"" If != FuncCall scanf ExprList ""%d"" & dec_num 1 Compound FuncCall printf ExprList ""invalid input\n"" Return 1 End If || < dec_num 0 > dec_num 999 Compound FuncCall printf ExprList ""invalid value: must have at most 3 digits\n"" Return 1 End For Compound If != % dec_num 2 0 Compound FuncCall printf ExprList ""1"" End Compound FuncCall printf ExprList ""0"" End = dec_num / dec_num 2 If == dec_num 0 Break End FuncCall printf ExprList ""\n"" Return 0 End"
41,"FileAST FuncDef Decl FuncDecl main int Compound Decl dec_num int Decl i int 0 FuncCall printf ExprList ""type in 3 digits number to convert to binary\n"" Decl flag int FuncCall scanf ExprList ""%d"" & dec_num If != flag 1 Compound FuncCall printf ExprList ""Input is not recognized as an integer"" Return 0 End Decl size int 0 Decl ArrayDecl array int 120 InitList 0 While > dec_num 0 Compound If != % dec_num two 0 Compound = ArrayRef array i 1 End If == % dec_num two 0 Compound = ArrayRef array i 0 End = size ++ i = dec_num / dec_num two End For = i - size 1 >= i 0 -- i FuncCall printf ExprList ""%d"" ArrayRef array i Return 0 End"
15,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 2 Decl fibonacci int 0 Decl fParcialone int 1 Decl fParcialtwo int 0 FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" - i 1 + fibonacci 1 = fibonacci + fparcialone fparcialtwo DoWhile <= = fibonacci + fparcialone fparcialtwo 100 Compound FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" i fibonacci = fparcialtwo fparcialone = fparcialone fibonacci ++ i End Return 0 End"
153,"FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl name char name_abbreviated void Compound Decl ArrayDecl tmp char + len 1 Decl ArrayDecl abbr char len Decl ArrayDecl PtrDecl words char len Decl PtrDecl token char Decl i int 0 FuncCall strncpy ExprList tmp name len = token FuncCall strtok ExprList tmp "" "" While token Compound = ArrayRef words ++ i token = token FuncCall strtok ExprList null "" "" End = ArrayRef ArrayRef words - i 1 - FuncCall strlen ExprList ArrayRef words - i 1 1 '\0' FuncCall sprintf ExprList abbr ""%s, "" ArrayRef words - i 1 For DeclList Decl j int 0 < j - i 1 ++ j FuncCall sprintf ExprList + abbr FuncCall strlen ExprList abbr ""%c. "" ArrayRef ArrayRef words j 0 FuncCall puts ExprList abbr End"
58,FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound Decl from int - 100 Decl to int 100 Decl i int Decl j int For = i from <= i to ++ i Compound FuncCall assert ExprList == - 0 i FuncCall negate ExprList i FuncCall assert ExprList == == % i 2 0 FuncCall is_even ExprList i FuncCall assert ExprList == * i 2 FuncCall multiply_by_two ExprList i If FuncCall is_even ExprList i Compound FuncCall assert ExprList == / i 2 FuncCall divide_by_two ExprList i End End For = i from <= i to ++ i Compound For = j from <= j to ++ j Compound FuncCall assert ExprList == + i j FuncCall add ExprList i j FuncCall assert ExprList == - i j FuncCall subtract ExprList i j FuncCall assert ExprList == * i j FuncCall multiply ExprList i j End End Return 0 End
9,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 1 Decl fibonacci int 1 DoWhile <= fibonacci 100 Compound FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" i fibonacci = fibonacci FuncCall fibonacci ExprList ++ i End Return 0 End"
143,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl s1 char Decl PtrDecl s2 char isRotated int Compound Decl ArrayDecl s char 199 If != FuncCall strlen ExprList s1 FuncCall strlen ExprList s2 Return 0 If == FuncCall strcmp ExprList s1 s2 0 Return 1 FuncCall strcpy ExprList s s1 FuncCall strcat ExprList s s1 Return FuncCall issubstring ExprList s s2 End
141,"FileAST FuncDef Decl FuncDecl menu void Compound = food ' ' = quantity 0 = price 0 = total 0 = choice 0 FuncCall printf ExprList ""Please select food from the following:\n"" FuncCall printf ExprList "" B = Burger, F = French Fries, P = Pizza, S = Sandwiches \n"" FuncCall printf ExprList ""Enter food:"" FuncCall scanf ExprList ""%c"" & food End"
8,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 2 Decl fibonacci int 0 Decl fParcialone int 1 Decl fParcialtwo int 0 FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" - i 1 + fibonacci 1 = fibonacci + fparcialone fparcialtwo While <= fibonacci 100 Compound FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" i fibonacci = fparcialtwo fparcialone = fparcialone fibonacci ++ i = fibonacci + fparcialone fparcialtwo End Return 0 End"
65,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl Struct Decl ArrayDecl name char 20 Decl age int Decl salary float Decl ArrayDecl p perdata 4 For DeclList Decl i int 0 < i 4 ++ i Compound FuncCall scanf ExprList ""%s"" & StructRef ArrayRef p i name End For DeclList Decl i int 0 < i 4 ++ i Compound FuncCall printf ExprList ""p%d.name:%s\n"" + i 1 StructRef ArrayRef p i name End FuncCall getch End"
81,FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl PtrDecl b bitv FuncCall bitv_alloc ExprList 32 FuncCall bitv_set ExprList b 1 FuncCall bitv_set ExprList b 3 FuncCall bitv_set ExprList b 5 FuncCall bitv_set ExprList b 7 FuncCall bitv_set ExprList b 9 FuncCall bitv_set ExprList b 32 FuncCall bitv_dump ExprList b FuncCall bitv_free ExprList b Return 0 End
32,"FileAST FuncDef Decl FuncDecl ParamList Decl ArrayDecl t int Decl num int modeScore void Compound Decl ArrayDecl f int size InitList 0 For DeclList Decl i int 0 < i num ++ i ++ ArrayRef f ArrayRef t i Decl mode int 0 Decl max int 0 For DeclList Decl j int 0 < j num ++ j Compound If > ArrayRef f j max Compound = max ArrayRef f j = mode j End End FuncCall printf ExprList ""Part F: %3d is mode (count %d)\n"" mode max End"
37,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl ArrayDecl ArrayDecl str char 100 100 FuncCall scanf ExprList ""%d\n"" & n For DeclList Decl i int 0 < i n ++ i Compound FuncCall scanf ExprList ""%s"" ArrayRef str i End For DeclList Decl i int 0 < i n ++ i FuncCall printf ExprList ""%s\n"" ArrayRef str i FuncCall getchar Return 0 End"
110,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl values int InitList 88 56 100 2 100 56 56 56 2 1 Decl count int 0 FuncCall qsort ExprList values 5 sizeof Typename TypeDecl int cmpfunc For DeclList Decl i int 0 < i - size 1 ++ i Compound If == ArrayRef values i ArrayRef values + i 1 ++ count End FuncCall printf ExprList ""%d dupes"" count Return 0 End"
68,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound FuncCall gen_primes FuncCall gen_table For DeclList Decl i int 0 <= i 18 ++ i For DeclList Decl j int 0 <= j 163 ++ j Compound For DeclList Decl k int 0 <= k 1458 ++ k If != ArrayRef ArrayRef ArrayRef dyn_table i j k 0ll Compound = ArrayRef ArrayRef start i j k Break End For DeclList Decl k int 1460 >= k 0 -- k If != ArrayRef ArrayRef ArrayRef dyn_table i j k 0ll Compound = ArrayRef ArrayRef end i j k Break End End Decl cases int 0 FuncCall scanf ExprList ""%d"" & cases For DeclList Decl i int 0 < i cases ++ i Compound Decl a unsigned Decl b unsigned FuncCall scanf ExprList ""%lld %lld"" & a & b If == b 1000000000000000000ll -- b FuncCall printf ExprList ""%lld\n"" - FuncCall count_lucky ExprList b FuncCall count_lucky ExprList - a 1 End Return 0 End"
95,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl PtrDecl num char Decl PtrDecl p char = num FuncCall malloc ExprList * sizeof Typename TypeDecl char 100 If == num null FuncCall exit ExprList 1 FuncCall memset ExprList num 0 * sizeof Typename TypeDecl char 100 = p num FuncCall strncpy ExprList num ""123056"" - 100 1 = * + p 3 '4' FuncCall printf ExprList ""%s\n"" num FuncCall free ExprList num Return 0 End"
71,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl a float Decl b float Decl c float Decl d double FuncCall printf ExprList ""Enter the values of 'a','b' && 'c': "" If == FuncCall scanf ExprList ""%f %f %f"" & a & b & c 3 Compound = d FuncCall my_function ExprList a b c FuncCall printf ExprList ""Result: %f\n"" d End FuncCall printf ExprList ""Oops: I didn't understand what you typed\n"" End"
129,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl arr int Decl len int PtrDecl multTwo int Compound Decl PtrDecl newarr int Decl newlen int If >= * arr 5 = newlen + len 1 = newlen len = newarr Cast Typename PtrDecl TypeDecl int FuncCall malloc ExprList * sizeof Typename TypeDecl int newlen FuncCall memset ExprList newarr 0 newlen Decl i int Decl temp int For = i 1 <= i len ++ i Compound = temp * * - + arr i 1 2 If < temp 10 Compound += * - + newarr i 1 temp End Compound += * - + newarr i 1 / temp 10 += * + newarr i % temp 10 End End Return newarr End
6,FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl c int Decl state int = state out While != = c FuncCall getchar eof Compound Switch state Compound Case out Switch c Compound Case ' ' Case '\n' Case '\t' Break Default FuncCall putchar ExprList c = state in End Break Case in Switch c Compound Case ' ' Case '\n' Case '\t' FuncCall putchar ExprList '\n' = state out Break Default FuncCall putchar ExprList c End Break End End Return 0 End
31,"FileAST FuncDef Decl FuncDecl ParamList Decl ArrayDecl t int Decl num int modeScore void Compound Decl start int 0 Decl mode int ArrayRef t 0 Decl score int 0 For DeclList Decl i int 1 < i num ++ i Compound If > - i start score Compound = score - i start = mode ArrayRef t start End If != ArrayRef t start ArrayRef t i = start i End FuncCall printf ExprList ""Part F: %3d is mode (count %d)\n"" mode score End"
13,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int 2 Decl fibonacci int 0 Decl fParcialone int 1 Decl fParcialtwo int 0 FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" - i 1 + fibonacci 1 = fibonacci + fparcialone fparcialtwo DoWhile <= = fibonacci + fparcialone fparcialtwo 100 Compound FuncCall printf ExprList ""The %2dst Fibonacci number is %3d\n"" i fibonacci = fparcialtwo fparcialone = fparcialone fibonacci ++ i End Return 0 End"
72,"FileAST FuncDef Decl FuncDecl main int Compound Decl a float Decl b float Decl c float Decl result float FuncCall printf ExprList ""Enter the values of 'a','b' && 'c':"" FuncCall scanf ExprList ""%f %f %f"" & a & b & c = result FuncCall my_function ExprList a b c FuncCall printf ExprList ""\nResult is %f"" result Return 0 End"
76,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl ArrayDecl str char ""aeixae"" Decl length int FuncCall strlen ExprList str Decl start_index int 0 Decl end_index int 0 For DeclList Decl x int 0 <= x length ++ x Compound If || == x length ! FuncCall isvowel ExprList ArrayRef str x Compound = end_index x FuncCall substr ExprList str start_index - end_index 1 = start_index + end_index 1 End End Return 0 End"
1,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound Decl tree1 int 14 Decl tree2 int 7 Decl tree3 int 16 Decl limit int 11 Decl cutamounttotal int 0 += cutamounttotal FuncCall cutamount ExprList tree1 limit += cutamounttotal FuncCall cutamount ExprList tree2 limit += cutamounttotal FuncCall cutamount ExprList tree3 limit FuncCall printf ExprList ""Amount to remove: %d\n"" cutamounttotal Return 0 End"
106,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl str char ""/products/product_code1233213/image.jpg"" Decl ArrayDecl s char 2 ""/"" Decl PtrDecl token char = token FuncCall strtok ExprList str s While != token null Compound FuncCall printf ExprList "" %s\n"" token = token FuncCall strtok ExprList null s End Return 0 End"
55,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl c int 0 While != c 'n' Compound DoWhile ! FuncCall kbhit Compound FuncCall printf ExprList ""Hello\n"" End = c FuncCall getch End Return 0 End"
146,FileAST FuncDef Decl FuncDecl main int Compound For = i 0 < i num_threads ++ i Compound FuncCall pthread_mutex_lock ExprList & running_mutex ++ running_threads FuncCall pthread_mutex_unlock ExprList & running_mutex End While > running_threads 0 Compound FuncCall sleep ExprList 1 End End
45,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl src char ltrim void Compound Decl PtrDecl dst char For = dst src == * src ' ' ++ src Compound End If == dst src Return While = * ++ dst * ++ src Compound End Return End
158,"FileAST FuncDef Decl FuncDecl main int Compound Decl PtrDecl app int Decl i int Decl count int = count 20 = app null FuncCall printf ExprList ""Inside main\n"" FuncCall alloco ExprList & app count If == app null Return - 1 For = i 0 < i count ++ i FuncCall printf ExprList ""app[%d] = %d \n"" i ArrayRef app i FuncCall free ExprList app Return 0 End"
198,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl PtrDecl PtrDecl argv char main int Compound * file ftmpl * file fcust * file fout Decl fldused int Decl PtrDecl cp char Decl ArrayDecl buf char 5000 = fcust FuncCall xfopen ExprList ""data.txt"" ""r"" = ftmpl FuncCall xfopen ExprList ""template.txt"" ""r"" = fout FuncCall xfopen ExprList ""/dev/null"" ""w"" = fldused FuncCall check_tmpl ExprList fout ftmpl FuncCall check_cust ExprList fout fcust fldused = fout FuncCall xfclose ExprList fout FuncCall rewind ExprList fcust While 1 Compound = cp FuncCall fgets ExprList buf sizeof buf fcust If == cp null Break = cp FuncCall strchr ExprList buf '\n' If != cp null = * cp 0 FuncCall docust ExprList stdout ftmpl buf End = fcust FuncCall xfclose ExprList fcust = ftmpl FuncCall xfclose ExprList ftmpl Return 0 End"
216,FileAST FuncDef Decl FuncDecl ParamList Decl x int mod25 int Compound If >= x 1677721600 -= x 1677721600 If >= x 838860800 -= x 838860800 If >= x 419430400 -= x 419430400 If >= x 209715200 -= x 209715200 If >= x 104857600 -= x 104857600 If >= x 52428800 -= x 52428800 If >= x 26214400 -= x 26214400 If >= x 13107200 -= x 13107200 If >= x 6553600 -= x 6553600 If >= x 3276800 -= x 3276800 If >= x 1638400 -= x 1638400 If >= x 819200 -= x 819200 If >= x 409600 -= x 409600 If >= x 204800 -= x 204800 If >= x 102400 -= x 102400 If >= x 51200 -= x 51200 If >= x 25600 -= x 25600 If >= x 12800 -= x 12800 If >= x 6400 -= x 6400 If >= x 3200 -= x 3200 If >= x 1600 -= x 1600 If >= x 800 -= x 800 If >= x 400 -= x 400 If >= x 200 -= x 200 If >= x 100 -= x 100 If >= x 50 -= x 50 If >= x 25 -= x 25 Return x End
61,FileAST FuncDef Decl FuncDecl ParamList Decl x int Decl y int add int Compound Decl a int Decl b int DoWhile a Compound = a & x y = b ^ x y = x << a 1 = y b End Return b End
214,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl num int Decl ArrayDecl inp unsigned ""d3"" FuncCall printf ExprList ""\f%s is "" inp If == FuncCall pin_to_num ExprList & num inp decode_ok Compound FuncCall printf ExprList ""%d\r\n"" num End Compound FuncCall printf ExprList ""err\r\n"" End Return 0 End"
128,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl root treenode minDepth int Compound If == root null Compound Return 0 End If == StructRef root left null Compound Return TernaryOp == StructRef root right null 1 + FuncCall mindepth ExprList StructRef root right 1 End If == StructRef root right null Compound Return + FuncCall mindepth ExprList StructRef root left 1 End Decl r int FuncCall mindepth ExprList StructRef root right Decl l int FuncCall mindepth ExprList StructRef root left Return + TernaryOp > r l l r 1 End
193,FileAST FuncDef Decl FuncDecl ParamList Decl n unsigned Decl PtrDecl buf char PtrDecl int2bin char Compound Decl ArrayDecl static_buf char + bits 1 Decl i int If == buf null = buf static_buf For = i - bits 1 >= i 0 -- i Compound = ArrayRef buf i TernaryOp & n 1 '1' '0' >>= n 1 End = ArrayRef buf bits '\0' Return buf End
85,"FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl filename char countLOC int Compound Decl c int Decl nlines int 0 Decl found int 0 * file file = file FuncCall fopen ExprList filename ""r"" If == file null Compound FuncCall printf ExprList ""failed to open %s\n"" filename Return - 1 End While != = c FuncCall fgetc ExprList file eof Compound If == c '\n' Compound += nlines TernaryOp != found 0 1 0 = found 0 End = found || == c '|' != found 0 End += nlines TernaryOp != found 0 1 0 FuncCall printf ExprList ""%d"" nlines FuncCall fclose ExprList files Return nlines End"
199,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl PtrDecl inputString char ""1-2,4^,14-56"" Decl PtrDecl next_code_at char inputstring Decl result long Decl ArrayDecl dest char 100 Decl PtrDecl dest_ptr char FuncCall printf ExprList ""%s\n"" inputstring = ArrayRef dest 0 0 = dest_ptr dest While && next_code_at * next_code_at Compound While && * next_code_at ! FuncCall isdigit ExprList * next_code_at Compound += dest_ptr FuncCall sprintf ExprList dest_ptr ""%c"" * next_code_at ++ next_code_at End If * next_code_at Compound = result FuncCall strtol ExprList next_code_at & next_code_at 10 If errno Compound FuncCall perror ExprList ""strtol failed"" Return exit_failure End Compound If < result long_max += dest_ptr FuncCall sprintf ExprList dest_ptr ""%ld"" + result 1 Compound FuncCall fprintf ExprList stderr ""number too large!\n"" Return exit_failure End End End End FuncCall printf ExprList ""%s\n"" dest Return exit_success End"
218,FileAST FuncDef Decl FuncDecl ParamList Decl a int Decl b int mod int Compound Decl s int b While <= s a Compound <<= s 1 End Decl r int a While >= r b Compound >>= s 1 If <= s r Compound -= r s End End Return r End
187,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl first char Decl PtrDecl second char PtrDecl concat char Compound Decl string1Len int FuncCall strlen ExprList first Decl string2Len int FuncCall strlen ExprList second Decl length int + string1len string2len Decl PtrDecl string char FuncCall malloc ExprList + * sizeof Typename TypeDecl char length 1 FuncCall assert ExprList string Decl i int 0 While < i string1len Compound = ArrayRef string i * first += first 1 += i 1 End While < i length Compound = ArrayRef string i * second += second 1 += i 1 End = ArrayRef string i '\0' Return string End
136,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound FuncCall printf ExprList ""%30s: %g\n"" ""FLT_EPSILON"" flt_epsilon FuncCall printf ExprList ""%30s: %g\n"" ""FLT_MIN"" flt_min FuncCall printf ExprList ""%30s: %g\n"" ""nextafterf(0.0, 1.0)"" FuncCall nextafterf ExprList 0.0 1.0 FuncCall printf ExprList ""%30s: %g\n"" ""nextafterf(1.0, 2.0)-1"" - FuncCall nextafterf ExprList 1.0 2.0 1.0f FuncCall puts ExprList """" FuncCall printf ExprList ""%30s: %g\n"" ""DBL_EPSILON"" dbl_epsilon FuncCall printf ExprList ""%30s: %g\n"" ""DBL_MIN"" dbl_min FuncCall printf ExprList ""%30s: %g\n"" ""nextafter(0.0, 1.0)"" FuncCall nextafter ExprList 0.0 1.0 FuncCall printf ExprList ""%30s: %g\n"" ""nextafter(1.0, 2.0)-1"" - FuncCall nextafter ExprList 1.0 2.0 1.0 FuncCall puts ExprList """" FuncCall printf ExprList ""%30s: %Lg\n"" ""LDBL_EPSILON"" ldbl_epsilon FuncCall printf ExprList ""%30s: %Lg\n"" ""LDBL_MIN"" ldbl_min FuncCall printf ExprList ""%30s: %Lg\n"" ""nextafterl(0.0, 1.0)"" FuncCall nextafterl ExprList 0.0 1.0 FuncCall printf ExprList ""%30s: %Lg\n"" ""nextafterl(1.0, 2.0)-1"" - FuncCall nextafterl ExprList 1.0 2.0 1.0 Return 0 End"
139,"FileAST FuncDef Decl FuncDecl main void Compound FuncCall clrscr DoWhile == choice 1 Compound FuncCall menu FuncCall foods FuncCall printf ExprList ""\n Do you want to order more? [1] Yes [2] No:"" FuncCall scanf ExprList ""%d"" & choice FuncCall getchar = grandtotal + grandtotal total End FuncCall printf ExprList ""\n Total Price is: %0.2f"" grandtotal FuncCall getch End"
181,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl destination char Decl PtrDecl source char PtrDecl my_strcopy char Compound Decl PtrDecl p char destination DoWhile * ++ source Compound If == * source ' ' = * ++ p '\\' = * ++ p * source End Return destination End
63,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl ArrayDecl userName char 10 Decl ArrayDecl names char 20 FuncCall printf ExprList ""\n\n\n\nPlease enter your name: "" FuncCall scanf ExprList ""%s"" username * file fp = fp FuncCall fopen ExprList ""results.dat"" ""r"" If == fp null Compound FuncCall printf ExprList ""I couldn't open results.dat for writing.\n"" FuncCall exit ExprList 0 End While FuncCall fgets ExprList names 20 fp Compound = ArrayRef names - FuncCall strlen ExprList names 1 '\0' If == FuncCall strcmp ExprList names username 0 Compound FuncCall printf ExprList ""Match found\n"" End End Return 0 End"
205,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl i int Decl ArrayDecl arr int InitList 1 2 3 4 5 FuncCall slide_arr ExprList arr FuncCall _countof ExprList arr 2 For = i 0 < i FuncCall _countof ExprList arr ++ i Compound FuncCall printf ExprList ""%d, "" ArrayRef arr i End Return exit_success End"
169,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl start timeval Decl end timeval Decl mtime long Decl secs long Decl usecs long FuncCall gettimeofday ExprList & start null FuncCall something_else FuncCall gettimeofday ExprList & end null = secs - StructRef end tv_sec StructRef start tv_sec = usecs - StructRef end tv_usec StructRef start tv_usec = mtime + + * secs 1000 / usecs 1000.0 0.5 FuncCall printf ExprList ""Elapsed time: %ld millisecs\n"" mtime Return 0 End"
124,"FileAST FuncDef Decl FuncDecl main void Compound Decl ArrayDecl PtrDecl examples char InitList """" ""5"" ""D"" ""5D"" ""5Df"" ""deadbeef10203040b00b1e50"" ""02invalid55"" Decl ArrayDecl byte_array unsigned 128 Decl i int 0 For < i / sizeof examples sizeof Typename PtrDecl TypeDecl char ++ i Compound Decl size int FuncCall convert ExprList ArrayRef examples i byte_array 128 If < size 0 Compound FuncCall printf ExprList ""Failed to convert '%s'\n"" ArrayRef examples i End If == size 0 Compound FuncCall printf ExprList ""Nothing to convert for '%s'\n"" ArrayRef examples i End Compound FuncCall print ExprList byte_array size End End End"
202,FileAST FuncDef Decl FuncDecl ParamList Decl cnum int permutation void Compound Decl mid int Decl flag int 1 Decl giga int 0 Decl dead int 0 Decl ArrayDecl array int 50 For DeclList Decl i int 0 < i - len 1 ++ i Compound = ArrayRef array 50 '\0' = dead 0 For DeclList Decl j int cnum < j + len cnum ++ j Compound = mid % j len If && == mid cnum == flag 1 Compound << cout ArrayRef str mid = ArrayRef array dead mid ++ dead = flag 0 End Compound = giga % + i j len For DeclList Decl k int 0 < k dead ++ k Compound If && == ArrayRef array k giga == flag 0 Compound = giga % + giga 1 len End End << cout ArrayRef str giga = ArrayRef array dead giga ++ dead End End << cout endl = flag 1 End End
